1)riId	2)riType	3)regulatorId	4)regulatorName	5)cnfName	19)targetTuOrGene	27)riPMIDS 
RDBECOLIRIC04694	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03193:ndh	12754220;14766919;21272324;23818864 
RDBECOLIRIC04695	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03194:fumB	9418241 
RDBECOLIRIC04696	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03194:fumB	9418241 
RDBECOLIRIC04697	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03194:fumB	1957353;2656658;9418241 
RDBECOLIRIC04698	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03194:fumB	2656658;9418241 
RDBECOLIRIC04699	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03194:fumB	2656658;9418241 
RDBECOLIRIC04700	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03194:fumB	9418241 
RDBECOLIRIC04701	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02402:aspA-dcuA	15150239;29343727;31734389;9852003;21673794;26843427 
RDBECOLIRIC04702	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC02402:aspA-dcuA	1957353;23818864 
RDBECOLIRIC04703	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC02402:aspA-dcuA	15995204 
RDBECOLIRIC04704	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC02402:aspA-dcuA	15995204 
RDBECOLIRIC04705	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC02402:aspA-dcuA	15995204 
RDBECOLIRIC04706	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03163:ebgAC	2515108 
RDBECOLIRIC04707	tf-promoter	RDBECOLITFC00004	EbgR	EbgR	RDBECOLITUC03163:ebgAC	2515108 
RDBECOLIRIC04708	tf-promoter	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC03181:cysDNC	35453340;34824476 
RDBECOLIRIC04709	tf-promoter	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC03182:nupC	11121068 
RDBECOLIRIC04710	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03182:nupC	15520470;8022285;21673794;26843427 
RDBECOLIRIC04711	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03182:nupC	15520470;1645842;29343727;8022285;21673794;26843427 
RDBECOLIRIC04712	tf-promoter	RDBECOLITFC00114	CytR	DNA-binding transcriptional repressor CytR	RDBECOLITUC03182:nupC	8022285 
RDBECOLIRIC04713	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03399:dsdA	1899415 
RDBECOLIRIC04714	tf-promoter	RDBECOLITFC00222	DsdC	DsdC-D-serine DNA-binding transcriptional dual regulator	RDBECOLITUC03399:dsdA	7592420 
RDBECOLIRIC04715	tf-promoter	RDBECOLITFC00107	SgrR	SgrR	RDBECOLITUC00098:sgrST-setA	15522088;17209026;20971900;34824476 
RDBECOLIRIC04716	tf-promoter	RDBECOLITFC00121	PurR	DNA-binding transcriptional repressor PurR-hypoxanthine	RDBECOLITUC03491:glnB	8388874 
RDBECOLIRIC04717	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03095:purMN	12754220;22152010;23818864 
RDBECOLIRIC04718	tf-promoter	RDBECOLITFC00121	PurR	DNA-binding transcriptional repressor PurR-hypoxanthine	RDBECOLITUC03095:purMN	21572102;22152010;2404765;3015935;34824476 
RDBECOLIRIC04719	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03115:cysJIH	9613586 
RDBECOLIRIC04720	tf-promoter	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC03115:cysJIH	35453340 
RDBECOLIRIC04721	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC01964:hemA-prfA-prmC	8071201 
RDBECOLIRIC04722	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC01964:hemA-prfA-prmC	8071201;8550494 
RDBECOLIRIC04723	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC01964:hemA-prfA-prmC	8071201;8550494;23818864 
RDBECOLIRIC04724	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03518:argW	21097887;34791440 
RDBECOLIRIC04725	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03513:valUXY-lysV	21097887;34791440 
RDBECOLIRIC04726	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03519:pheV	21097887;34791440 
RDBECOLIRIC04727	tf-promoter	RDBECOLITFC00109	ArgR	ArgR-L-arginine DNA-binding transcriptional dual regulator	RDBECOLITUC01533:hisJQMP	17074904;17850814 
RDBECOLIRIC04728	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03510:lysT-valT-lysW	34791440 
RDBECOLIRIC04729	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03512:proL	21097887;34791440 
RDBECOLIRIC04730	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03198:fepA-entD	15659676 
RDBECOLIRIC04731	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03198:fepA-entD	17921503;21272324;32576675;32813023;37026477;26670385;25222563 
RDBECOLIRIC04732	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03198:fepA-entD	15659676;17921503;21272324;32576675;32813023;37026477;26670385;25222563 
RDBECOLIRIC04733	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03198:fepA-entD	15659676;17921503;21272324;32576675;32813023;37026477;26670385;25222563 
RDBECOLIRIC04734	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03198:fepA-entD	15659676;17921503;21272324;32576675;32813023;37026477;26670385;25222563 
RDBECOLIRIC04735	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03198:fepA-entD	11101675;17921503;21272324;32576675;32813023;37026477;26670385;25222563 
RDBECOLIRIC04736	tf-promoter	RDBECOLITFC00015	CynR	CynR-cyanate DNA-binding transcriptional dual regulator	RDBECOLITUC01508:cynTS	7961413;34824476 
RDBECOLIRIC04737	tf-promoter	RDBECOLITFC00015	CynR	CynR-cyanate DNA-binding transcriptional dual regulator	RDBECOLITUC01508:cynTS	7961413;34824476 
RDBECOLIRIC04738	tf-promoter	RDBECOLITFC00015	CynR	CynR	RDBECOLITUC03179:cynR	7961413;34824476 
RDBECOLIRIC04739	tf-promoter	RDBECOLITFC00015	CynR	CynR	RDBECOLITUC03179:cynR	7961413;34824476 
RDBECOLIRIC04740	tf-promoter	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC03180:cysPUWAM	11038360;15255893;31823602;34824476 
RDBECOLIRIC04741	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03138:cyoABCDE	15520470 
RDBECOLIRIC04742	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03138:cyoABCDE	15520470 
RDBECOLIRIC04743	tf-promoter	RDBECOLITFC00077	GadE	GadE	RDBECOLITUC03138:cyoABCDE	14702398 
RDBECOLIRIC04744	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03138:cyoABCDE	21272324;8107138 
RDBECOLIRIC04745	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03138:cyoABCDE	15699038;24699140;1315704;8892825;30225374;26843427;34824476 
RDBECOLIRIC04746	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03138:cyoABCDE	12754220;1315704;16377617;1957353;21272324 
RDBECOLIRIC04747	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03542:sdhCDAB-sucABCD-sdhX	15659676;21272324;26670385 
RDBECOLIRIC04748	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03542:sdhCDAB-sucABCD-sdhX	9383149;30225374;26843427 
RDBECOLIRIC04749	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03542:sdhCDAB-sucABCD-sdhX	30225374;26843427 
RDBECOLIRIC04750	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03542:sdhCDAB-sucABCD-sdhX	15520470;15659676;29343727;31734389;21673794;26843427 
RDBECOLIRIC04751	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03542:sdhCDAB-sucABCD-sdhX	9383149 
RDBECOLIRIC04752	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03542:sdhCDAB-sucABCD-sdhX	2964639;8892825 
RDBECOLIRIC04753	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03542:sdhCDAB-sucABCD-sdhX	2964639;9383149 
RDBECOLIRIC04754	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03542:sdhCDAB-sucABCD-sdhX	21272324;7783618 
RDBECOLIRIC04755	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC02016:sucAB	9209026 
RDBECOLIRIC04756	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC02016:sucAB	9209026 
RDBECOLIRIC04757	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC02016:sucAB	 
RDBECOLIRIC04758	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02011:fumAC	15659676;31734389 
RDBECOLIRIC04759	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC02011:fumAC	7592392 
RDBECOLIRIC04760	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC02011:fumAC	7592392 
RDBECOLIRIC04761	tf-promoter	RDBECOLITFC00071	SoxR	SoxR	RDBECOLITUC03141:fumC	11470373 
RDBECOLIRIC04762	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC03141:fumC	10873449;11395452 
RDBECOLIRIC04763	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC03141:fumC	11395452;12392714;26279566;8522515 
RDBECOLIRIC04764	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03141:fumC	 
RDBECOLIRIC04765	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03142:gltA	3309132;8892825;9720032 
RDBECOLIRIC04766	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03142:gltA	15520470;15659676;29343727;31734389;21673794;26843427 
RDBECOLIRIC04767	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03142:gltA	15699038;16140031;2201868;24699140;8051021;8892825;30225374;26843427 
RDBECOLIRIC04768	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03143:icd	15699038;16140031;25161193;9209047;30225374;26843427 
RDBECOLIRIC04769	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03143:icd	15699038;16140031;24699140;25161193;9209047;30225374;26843427 
RDBECOLIRIC04770	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03144:mdh	3322223 
RDBECOLIRIC04771	tf-promoter	RDBECOLITFC00052	FlhDC	FlhDC	RDBECOLITUC03144:mdh	11287152 
RDBECOLIRIC04772	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03144:mdh	15699038;7592446;8892825 
RDBECOLIRIC04773	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03146:carAB	16621816;7748925;8455562 
RDBECOLIRIC04774	tf-promoter	RDBECOLITFC00172	PepA	PepA	RDBECOLITUC03146:carAB	14741201;16621816 
RDBECOLIRIC04775	tf-promoter	RDBECOLITFC00121	PurR	DNA-binding transcriptional repressor PurR-hypoxanthine	RDBECOLITUC03146:carAB	14741201;16621816;21572102 
RDBECOLIRIC04776	tf-promoter	RDBECOLITFC00172	PepA	PepA	RDBECOLITUC03146:carAB	14741201;16621816 
RDBECOLIRIC04777	tf-promoter	RDBECOLITFC00006	AtoC	AtoC-P	RDBECOLITUC03150:atoDAEB	16153782;17616594;2883171;3025185 
RDBECOLIRIC04778	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC02401:yidQ	11274153 
RDBECOLIRIC04779	tf-promoter	RDBECOLITFC00145	BirA	BirA-biotinyl-5'-adenylate DNA-binding transcriptional repressor / biotin-[acetyl-CoA-carboxylase] ligase	RDBECOLITUC03050:bioA	 
RDBECOLIRIC04780	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02460:kbaZ-agaVWA	14731281;21673794;26843427 
RDBECOLIRIC04781	tf-promoter	RDBECOLITFC00005	AgaR	AgaR	RDBECOLITUC02460:kbaZ-agaVWA	14731281;34824476 
RDBECOLIRIC04782	tf-promoter	RDBECOLITFC00005	AgaR	AgaR	RDBECOLITUC02460:kbaZ-agaVWA	14731281 
RDBECOLIRIC04783	tf-promoter	RDBECOLITFC00005	AgaR	AgaR	RDBECOLITUC02460:kbaZ-agaVWA	14731281 
RDBECOLIRIC04784	tf-promoter	RDBECOLITFC00005	AgaR	AgaR	RDBECOLITUC02461:agaR	14731281;34824476 
RDBECOLIRIC04785	tf-promoter	RDBECOLITFC00005	AgaR	AgaR	RDBECOLITUC02461:agaR	14731281;34824476 
RDBECOLIRIC04786	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC02571:mglAC	7860604 
RDBECOLIRIC04787	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC01959:fadD-sroD	15520470;23029459 
RDBECOLIRIC04788	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC01959:fadD-sroD	16849788;24699140;30225374;26843427 
RDBECOLIRIC04789	tf-promoter	RDBECOLITFC00126	FadR	FadR	RDBECOLITUC01959:fadD-sroD	1460045;23029459 
RDBECOLIRIC04790	tf-promoter	RDBECOLITFC00126	FadR	FadR	RDBECOLITUC01959:fadD-sroD	1460045;23029459 
RDBECOLIRIC04791	tf-promoter	RDBECOLITFC00010	UhpA	UhpA-P<sup>asp</sup>	RDBECOLITUC03166:uhpT	10913075;11053370;12107138;8999880 
RDBECOLIRIC04792	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03166:uhpT	11976297;21673794;26843427 
RDBECOLIRIC04793	tf-promoter	RDBECOLITFC00010	UhpA	UhpA-P<sup>asp</sup>	RDBECOLITUC03166:uhpT	10512697;11976297;12107138;8999880 
RDBECOLIRIC04794	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03174:aldB	7768815 
RDBECOLIRIC04795	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03174:aldB	7768815;7860604;21097887;34791440 
RDBECOLIRIC04796	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03174:aldB	7768815;7860604;21097887 
RDBECOLIRIC04797	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03174:aldB	7768815;7860604;21097887 
RDBECOLIRIC04798	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03174:aldB	7768815;7860604;21097887 
RDBECOLIRIC04799	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03174:aldB	7768815;7860604;21097887;34791440 
RDBECOLIRIC04800	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03541:lpdA	9868788;9720032 
RDBECOLIRIC04801	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03541:lpdA	12754220;21272324 
RDBECOLIRIC04802	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03541:lpdA	15659676;9720032 
RDBECOLIRIC04803	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC03541:lpdA	15699038;24699140;8057842;9868788 
RDBECOLIRIC04804	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03470:tsx	15520470;1715855;2826388;21673794;26843427 
RDBECOLIRIC04805	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03470:tsx	15520470;1715855;2826388;21673794;26843427 
RDBECOLIRIC04806	tf-promoter	RDBECOLITFC00114	CytR	DNA-binding transcriptional repressor CytR	RDBECOLITUC03470:tsx	1715855;2826388 
RDBECOLIRIC04807	tf-promoter	RDBECOLITFC00114	CytR	DNA-binding transcriptional repressor CytR	RDBECOLITUC03470:tsx	1715855 
RDBECOLIRIC04808	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03263:gntT	9358057;9537375;9657988;21673794;26843427 
RDBECOLIRIC04809	tf-promoter	RDBECOLITFC00177	GntR	GntR	RDBECOLITUC03263:gntT	9358057;9537375;9657988;34824476 
RDBECOLIRIC04810	tf-promoter	RDBECOLITFC00177	GntR	GntR	RDBECOLITUC03263:gntT	9537375;9657988;34824476 
RDBECOLIRIC04811	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03225:marRAB	15520470;20211899 
RDBECOLIRIC04812	tf-promoter	RDBECOLITFC00051	Rob	Rob	RDBECOLITUC03225:marRAB	10850996;10564485;9393706;34791440;34824476 
RDBECOLIRIC04813	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03225:marRAB	9393706;21097887;34791440 
RDBECOLIRIC04814	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC03225:marRAB	10564485;8636021 
RDBECOLIRIC04815	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC03225:marRAB	10873449;11395452;29728462;10564485;8636021 
RDBECOLIRIC04816	tf-promoter	RDBECOLITFC00125	MarR	DNA-binding transcriptional repressor MarR	RDBECOLITUC03225:marRAB	11751765;15225313;29529243;7768850;7777530;8383113 
RDBECOLIRIC04817	tf-promoter	RDBECOLITFC00125	MarR	DNA-binding transcriptional repressor MarR	RDBECOLITUC03225:marRAB	11751765;15225313;29529243;7768850;7777530;8383113 
RDBECOLIRIC04818	tf-promoter	RDBECOLITFC00218	MetJ	MetJ-SAM	RDBECOLITUC03226:metC	8729576;8898382 
RDBECOLIRIC04819	tf-promoter	RDBECOLITFC00108	MetR	MetR-L-homocysteine	RDBECOLITUC03227:glyA	7608086;8900067;8998977;9767577;8757744;34824476 
RDBECOLIRIC04820	tf-promoter	RDBECOLITFC00108	MetR	MetR-L-homocysteine	RDBECOLITUC03227:glyA	7608086;8900067;8998977;8757744;34824476 
RDBECOLIRIC04821	tf-promoter	RDBECOLITFC00121	PurR	DNA-binding transcriptional repressor PurR-hypoxanthine	RDBECOLITUC03227:glyA	1490614;21572102;7608086;8757744;34824476 
RDBECOLIRIC04822	tf-promoter	RDBECOLITFC00153	NtrC	NtrC-P<sup>asp</sup>	RDBECOLITUC02395:glnAZ	12453212;1943993;2571609;2858855;3304660;36062564;28061857;26843427;34787538 
RDBECOLIRIC04823	tf-promoter	RDBECOLITFC00153	NtrC	NtrC-P<sup>asp</sup>	RDBECOLITUC02395:glnAZ	12453212;2858855;36062564;28061857;26843427;34787538 
RDBECOLIRIC04824	tf-promoter	RDBECOLITFC00153	NtrC	NtrC-P<sup>asp</sup>	RDBECOLITUC02395:glnAZ	12453212;2858855;36062564;28061857;26843427;34787538 
RDBECOLIRIC04825	tf-promoter	RDBECOLITFC00153	NtrC	NtrC-P<sup>asp</sup>	RDBECOLITUC02395:glnAZ	2571609;2871943;3304660;36062564;28061857;26843427;34787538 
RDBECOLIRIC04826	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC02395:glnAZ	16553838;21097887 
RDBECOLIRIC04827	tf-promoter	RDBECOLITFC00153	NtrC	NtrC-P<sup>asp</sup>	RDBECOLITUC02395:glnAZ	1943993;2571609;3304660;36062564;28061857;26843427;34787538 
RDBECOLIRIC04828	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02395:glnAZ	11532153 
RDBECOLIRIC04829	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02395:glnAZ	11532153 
RDBECOLIRIC04830	tf-promoter	RDBECOLITFC00202	PhoB	DNA-binding transcriptional dual regulator PhoB-phosphorylated	RDBECOLITUC03236:phnCDEEFGHIJKLMNOP	1840580;2155195;23274360 
RDBECOLIRIC04831	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC01708:pstS	12754220 
RDBECOLIRIC04832	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC01708:pstS	15347756;16404567;9871104 
RDBECOLIRIC04833	tf-promoter	RDBECOLITFC00202	PhoB	DNA-binding transcriptional dual regulator PhoB-phosphorylated	RDBECOLITUC01708:pstS	23274360;32108145;34824476 
RDBECOLIRIC04834	tf-promoter	RDBECOLITFC00202	PhoB	DNA-binding transcriptional dual regulator PhoB-phosphorylated	RDBECOLITUC01708:pstS	23274360;32108145;34824476 
RDBECOLIRIC04835	tf-promoter	RDBECOLITFC00121	PurR	DNA-binding transcriptional repressor PurR-hypoxanthine	RDBECOLITUC03238:prs	8388874 
RDBECOLIRIC04836	tf-promoter	RDBECOLITFC00121	PurR	DNA-binding transcriptional repressor PurR-hypoxanthine	RDBECOLITUC03239:speAB	8388874 
RDBECOLIRIC04837	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03240:guaBA	19633076;21673794;26843427 
RDBECOLIRIC04838	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC03240:guaBA	1736096;8917437 
RDBECOLIRIC04839	tf-promoter	RDBECOLITFC00121	PurR	DNA-binding transcriptional repressor PurR-hypoxanthine	RDBECOLITUC03240:guaBA	21572102;2404765 
RDBECOLIRIC04840	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03234:nrfABCDEFG	14651625;16936015;17630973 
RDBECOLIRIC04841	tf-promoter	RDBECOLITFC00085	NarP	DNA-binding transcriptional dual regulator NarP-phosphorylated	RDBECOLITUC03234:nrfABCDEFG	11004182;11929525;15978080;7854119;8501030;9302020 
RDBECOLIRIC04842	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03234:nrfABCDEFG	11004182;11929525;15978080;7854119;8501030;9302020;34791440;34824476 
RDBECOLIRIC04843	tf-promoter	RDBECOLITFC00085	NarP	DNA-binding transcriptional dual regulator NarP-phosphorylated	RDBECOLITUC03234:nrfABCDEFG	11004182;11929525;15978080;7854119;8501030;9302020 
RDBECOLIRIC04844	tf-promoter	RDBECOLITFC00052	FlhDC	FlhDC	RDBECOLITUC03234:nrfABCDEFG	11287152 
RDBECOLIRIC04845	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03234:nrfABCDEFG	11004182;11929525;7854119;8501030;9302020;34824476 
RDBECOLIRIC04846	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC03234:nrfABCDEFG	15978080;9302020;23818864 
RDBECOLIRIC04847	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC03234:nrfABCDEFG	11004182;11929525;15978080;7854119;8501030;9302020;34791440;34824476 
RDBECOLIRIC04848	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03234:nrfABCDEFG	11929525;14651625;15978080 
RDBECOLIRIC04849	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03234:nrfABCDEFG	11929525;14651625;15978080;21097887;34791440 
